Nombre,Popularidad,Valoración,Plataforma,Desarrollador,Género,Jugadores,Lanzamiento,Precio
Garshasp: The Monster Slay,Apreciable,7.2,PC, Mag,Acció,1,9 de mayo de 2011,0.0
Dawn of Magic II,Apreciable,6.3,PC,Kalyp,Rol,,18 de septiembre de 2009,0.0
The Second Guest,Apreciable,8.3,PC,Twice Effect,Aventura,,28 de octubre de 2011,0.0
Fallen Earth,Apreciable,7.0,PC,"""Desarrollador:Fallen Earth",Rol,Masivo,15 de septiembre de 2009,0.0
Dragon Age: Warden's Keep,Apreciable,6.3,PC,BioW,Rol,,5 de noviembre de 2009,0.0
Los Inmortales,Apreciable,8.0,PC,Eidos Interactiv,Acció,,Cancelad,0.0
Avadon: The Black Fortress,Apreciable,5.1,PC,Spiderweb Softw,Rol,1,17 de agosto de 2011,0.0
Titanfall - Frontier's Edg,Apreciable,9.2,PC,Respawn Entertainment,Acció,1-12,31 de julio de 2014,0.0
arnia: El Príncipe Caspian,Apreciable,8.2,PC,Traveller's T,Acció,,20 de junio de 2008,19.99
Dragon Age: The Stone Prison,Apreciable,8.8,PC,BioW,Rol,,5 de noviembre de 2009,0.0
Crysis (free-to-play),Apreciable,9.4,PC,Crytek,Acció,,Por determinar en Españ,0.0
Dragon Age II: La Marca del Asesin,Apreciable,8.0,PC,BioW,Rol,1,11 de octubre de 2011,0.0
R.I.P.D. The Ga,Apreciable,5.2,PC,Old School Gam,Acció,1-2,17 de julio de 2013,0.0
Sleep Tight,Apreciable,8.0,PC,We Are Fuzzy,Acció,1,26 de julio de 2018,0.0
Actual Sunlight,Apreciable,8.0,PC,Will O'Nei,Aventura,1,3 de abril de 2014,0.0
Blue Mars,Apreciable,5.8,PC,B-Aliv,Rol,,4º trimestre de 2008,0.0
Project Lif,Apreciable,9.5,PC,Land Ho!,Acció,1,Por determinar en Españ,0.0
Forged by Chaos,Apreciable,5.8,PC,Panzar Studi,Rol,,Por determinar en Españ,0.0
Runes of Magic: Chapter IV,Apreciable,7.5,PC,Runewak,Rol,Masivo,16 de junio de 2011,0.0
Good Robot,Apreciable,7.0,PC,Pyrodacty,Acció,1,5 de abril de 2016,0.0
Way of the Red,Apreciable,0.0,PC,Corey Hardman,Acció,1,15 de noviembre de 2016,0.0
Dream Cha,Apreciable,8.6,PC,Microi,Aventura,1,24 de octubre de 2013,0.0
Super Monday Night Combat,Apreciable,9.3,PC,Uber Entertainment,Acció,1-12,Por determinar en Españ,0.0
Flinthook,Apreciable,5.2,PC,Tribute Gam,Acció,1,Por determinar en Españ,0.0
FigureHeads,Apreciable,9.2,PC,Square Enix,Acció,,4º trimestre de 2015,0.0
Clov,Apreciable,6.2,PC,Binary Tw,Aventura,1,Por determinar en Españ,0.0
Inexplicable Deaths in Damipolis,Apreciable,0.0,PC,TieSoft,Aventura,1,2018,0.0
Mercs Inc,Apreciable,5.9,PC,EA LA,Acció,,Por determinar en Españ,0.0
Chip's Challenge 2,Apreciable,6.8,PC,Niffler Lt,Otros,1,28 de mayo de 2015,0.0
Wallace & Gromit Episodio 4,Apreciable,5.2,PC,Telltale Gam,Aventura,1,Julio de 2009,0.0
Road Not Taken,Apreciable,7.5,PC,Spryfox,Otros,1,5 de agosto de 2014,0.0
GunZ: The Second Duel,Apreciable,9.0,PC,MAIET Entertainment,Rol,Masivo,Por determinar en Españ,0.0
Kung Fu Supersta,Apreciable,8.5,PC,Kinesthetic Gam,Acció,,Por determinar en Españ,0.0
Chambara,Apreciable,0.0,PC,Chamb,Acció,Multijugador,2016,0.0
Savage: The Battle for Newerth,Apreciable,6.6,PC,S2 Gam,Acció,,17 de noviembre de 2003,0.0
Just Deserts,Apreciable,7.5,PC,Vifth F,Aventura,1,11 de julio de 2016,0.0
DGU: Death God University,Apreciable,7.0,PC,SK Studi,Acció,1,15 de julio de 2015,0.0
Resin,Apreciable,8.0,PC,inb,Acció,1,11 de noviembre de 2016,0.0
Hover Junkers,Apreciable,0.0,PC,Stress Level Z,Acció,Multijugador,5 de abril de 2016,0.0
Battlecursed,Apreciable,8.0,PC,Codex W,Rol,1,Por determinar en Españ,0.0
Obsidian Legacy,Apreciable,5.0,PC,Black Tow,Rol,1-4,Por determinar en Españ,0.0
Mines of Mars,Apreciable,7.0,PC,Wickey W,Acció,,2016,0.0
Hive: Altenum Wars,Apreciable,7.2,PC,Catness Game Studi,Acció,1-10,8 de septiembre de 2017Juego con acceso anticipad,0.0
WarpForc,Apreciable,5.2,PC,Artix Entertainment LLC,Rol,,Julio de 2009,0.0
Mega Man X8,Apreciable,6.3,PC,Capcom,Acció,,12 de mayo de 2006,0.0
Antih,Apreciable,0.0,PC,HFM Gam,Acció,1,29 de julio de 2016,0.0
Max Payne 3: Painful Memories,Apreciable,9.0,PC,RockStar Gam,Acció,1-16,4 de diciembre de 2012,0.0
Worlds,Apreciable,6.4,PC,Curious Planet,Acció,1,1 de marzo de 2016,0.0
Totemori,Apreciable,0.0,PC,Schrolab,Otros,1-4,10 de febrero de 2017,0.0
Three Kingdoms,Apreciable,5.1,PC,G-rex Soft,Rol,Masivo,2009,0.0
Izl,Apreciable,9.7,PC,Area Effect,Rol,,2016,0.0
Fatal,Apreciable,6.7,PC,Tale of T,Aventura,,Por determinar en Españ,0.0
A Good Snowman Is Hard To Build,Apreciable,5.6,PC,"""Desarrollador:Alan Hazelden ",Otros,1,25 de febrero de 2015,0.0
Dungeon Hunter 5,Apreciable,9.0,PC,Gameloft,Rol,,12 de marzo de 2015,0.0
The Forest,Apreciable,9.0,PC,Endnight Gam,Acció,1-4,30 de abril de 2018,0.0
iten,Apreciable,7.2,PC,nald Macdon,Aventura,1,4º trimestre de 2016,0.0
Homebound,Apreciable,8.5,PC,Quix,Aventura,1,16 de febrero de 2017,0.0
Mass Exodus,Apreciable,8.0,PC,Polym,Acció,Competitivo:,Primera mitad de 2017,0.0
Fantasy Earth: The Ring of Dominion,Apreciable,6.7,PC,Square Enix,Rol,,Por determinar en Españ,0.0
Bliss Island,Apreciable,6.5,PC,Pompom Gam,Otros,,Julio de 2006,0.0
Unearthed Inc: The Lost Templ,Apreciable,6.0,PC,Glo Inc,Aventura,1,16 de diciembre de 2016,0.0
Moving Hazard,Apreciable,9.0,PC,Illfonic,Acció,Multij,3º cuarto de 2016,0.0
EVE Online: Quantum Ris,Apreciable,5.4,PC,CCP,Rol,,18 de noviembre de 2008,0.0
Dual C,Apreciable,0.0,PC,Gray Fin Studi,Acció,1-4,26 de mayo de 2016,0.0
Meteos Onlin,Apreciable,6.4,PC,Q Entertainment,Otros,,Por determinar en Españ,0.0
Everything,Apreciable,0.0,PC,vid OReilly,Aventura,1,21 de abril de 2017,0.0
Zheros,Apreciable,8.0,PC,Rimlight Studi,Acció,1-2,15 de febrero de 2016,0.0
inMomentu,Apreciable,8.6,PC,igital Arrow,Acció,,31 de octubre de 2011,0.0
Max Stern,Apreciable,9.0,PC,Lupan Artiom Oleg,Acció,1,21 de octubre de 2016,0.0
Where Are My Friends?,Apreciable,0.0,PC,Beard Games Studi,Acció,1,10 de octubre de 2017,0.0
Black Prophecy,Apreciable,6.4,PC,Reakktor Medi,Rol,Masivo,21 de marzo de 2011,0.0
Slavistan,Apreciable,0.0,PC,Free Candy Gam,Acción,1,29 de julio de 2016,0.0
Rising Islands,Apreciable,7.0,PC,Lone Hero Studi,Acció,1,2 de agosto de 2016,0.0
Life of Pixel,Apreciable,0.0,PC,Super Icon,Acció,1,22 de octubre de 2014,0.0
The Secret Monster Society,Apreciable,0.0,PC,ceptive Games Ltd.,Otros,1,28 de julio de 2016,0.0
Pocket Rumbl,Apreciable,5.0,PC,Chucklefish,Acció,1-2,1 de febrero de 2016,0.0
Voodoo Vince: Remastered,Apreciable,7.4,PC,Beep Gam,Otros,1,18 de abril de 2017,0.0
Exogenesis,Apreciable,9.5,PC,Kwan,Otros,1,Por determinar en Españ,0.0
28 Waves Lat,Apreciable,0.0,PC,gestan Technology,Acció,1,30 de septiembre de 2016,0.0
Rigonauts,Apreciable,7.0,PC,Engient,Estrategia,,Segunda mitad de 2012,0.0
Devil's Third Onlin,Apreciable,8.8,PC,Valhalla Game Studi,Acció,Competitivo:,Por determinar en España,0.0
itroplus Blasterz: Heroines Infinite Duel,Apreciable,0.0,PC,"""Desarrollador:Nitroplus Co.",Acció,,8 de diciembre de 2016,0.0
Super Rocket Shootout,Apreciable,8.0,PC,Oddly Shaped Pix,Acció,1-4,14 de julio de 2017,0.0
Worst Case Z,Apreciable,5.5,PC,Burian Media Enterpri,Acció,1,15 de abril de 2016,0.0
The Elder Scrolls Online: High Isl,Apreciable,8.3,PC,ZeniMax Online Studi,Rol,Multijugador,6 de junio de 2022,0.0
Skools Out,Apreciable,6.5,PC,Robot Entertainment,Aventura,,Por determinar en Españ,0.0
Fragment,Apreciable,7.7,PC,Gunstar Studi,Acció,,Por determinar en Españ,0.0
Fight Me Bro!,Apreciable,6.0,PC,Ascension Interactive Medi,Acció,1-2,Noviembre de 2016,0.0
Filthy Luc,Apreciable,7.7,PC,Fabrik Gam,Acció,1-2,12 de diciembre de 2016,0.0
Slayaway Camp,Apreciable,8.0,PC,Blue Wizard Digit,Otros,1,25 de octubre de 2016,0.0
Super Red-Hot H,Apreciable,6.0,PC,StrangeLight Gam,Acció,1,Por determinar en Españ,0.0
Contract J.A.C.K.,Apreciable,6.5,PC,Robot Entertainment,Acció,,Por determinar en Españ,0.0
DiscSt,Apreciable,8.0,PC,XMPT Gam,Acció,1-4,14 de agosto de 2015,0.0
Penny Arcade Adventures: Episode Fou,Apreciable,1.0,PC,Zeboyd Gam,Rol,,2013,0.0
Total Dark,Apreciable,0.0,PC,The Chinese Room,Rol,,2017,0.0
Escape Doodland,Apreciable,9.5,PC,FlukyMachin,Acció,1,30 de noviembre de 2018,0.0
Office Freakout,Apreciable,9.0,PC,Hollow Robot,Acció,1,27 de septiembre de 2016,0.0
Black Legion,Apreciable,8.5,PC,Crate Entertainment,Rol,,Por determinar en Españ,0.0
Butch,Apreciable,0.0,PC,Transhuman Design,Acció,1,5 de octubre de 2016,0.0
Zombie Estate 2,Apreciable,0.0,PC,Sad Spaghetti Entertainment,Acció,Cooperativo:,13 de enero de 2017,0.0
The Signal From Tölva,Apreciable,7.0,PC,Big Robot,Acció,1,10 de abril de 2017,0.0
WinKings,Apreciable,7.0,PC,Lemon,Acció,1-4,28 de octubre de 2016,0.0
The Dream Machin,Apreciable,9.3,PC,Cockroach Inc.,Aventura,1,10 de diciembre de 2010,0.0
ABOVE,Apreciable,9.0,PC,Mighty Moth,Acció,1,1º trimestre de 2019,0.0
Mahjong Tales: Ancient Wisd,Apreciable,4.7,PC,Creat Studi,Otros,"""Jugadores:1-2",2007,0.0
Wild Unknown,Apreciable,0.0,PC,Joe Sanson,Aventura,,6 de marzo de 2017,0.0
Treasure Island,Apreciable,6.2,PC,Radon Lab,Aventura,1,17 de septiembre de 2009,0.0
Rage against the Zombies,Apreciable,7.0,PC,3Ddu,Acció,1,19 de enero de 2017,0.0
Disembodied,Apreciable,8.0,PC,Berlin By Ten,Acció,,2019,0.0
The First Descendant,Apreciable,0.0,PC,NAT Gam,Acció,,Por determinar en Españ,0.0
Cid the Dummy,Apreciable,5.3,PC,Twelve Gam,Acció,1,2009,0.0
SHINRAI - Broken Beyond Despai,Apreciable,0.0,PC,Gosatsu Visual Nov,Aventura,1,26 de agosto de 2016,0.0
The Secret Order 4: Beyond Ti,Apreciable,7.5,PC,Sunward Gam,Aventura,1,22 de septiembre de 2016,0.0
Embrion: The Big Question,Apreciable,9.5,PC,Brainsi,Aventura,,Por determinar en Españ,0.0
WorldTrap Dungeon,Apreciable,8.0,PC,Crunching K,Rol,,Por determinar en Españ,0.0
Renowned Explorers,Apreciable,6.7,PC,Abbey Gam,Aventura,1,Por determinar en Españ,0.0
Behind the Memory,Apreciable,6.0,PC,GuraShop,Aventura,1,25 de noviembre de 2016,0.0
Cooperation,Apreciable,7.0,PC,22 Can,Otros,,Por determinar en Españ,0.0
Super Cane Magic ZERO,Apreciable,8.0,PC,Studio Evi,Rol,1-2,Por determinar en Españ,0.0
ko Navy,Apreciable,0.0,PC,thMofuMofu,Acció,1,14 de junio de 2017,0.0
Dark Shores,Apreciable,1.0,PC,LABS Gam,Acció,1,13 de febrero de 2017,0.0
Riverbond,Apreciable,9.0,PC,Cococucumb,Acció,1-4,9 de junio de 2019,0.0
The Weaponographis,Apreciable,8.0,PC,Puub,Acció,1,29 de abril de 2015,0.0
Ittle Dew,Apreciable,8.0,PC,Ludosity,Acció,1,23 de julio de 2013,0.0
Rocketbirds 2: Evolution!,Apreciable,8.5,PC,Ratloop,Acció,1-4,26 de enero de 2017,0.0
Fallout: New Vegas - Dead Money,Apreciable,8.8,PC,Obsidian,Rol,1,22 de febrero de 2011,0.0
Tinertia,Apreciable,0.0,PC,"""Desarrollador:Candescent Gam",Acció,,3 de septiembre de 2015,0.0
Vostok Inc.,Apreciable,0.0,PC,Nosebleed Interactiv,Acció,1,26 de julio de 2017,0.0
ir Onlin,Apreciable,7.4,PC,igitalic,Rol,,Por determinar en Españ,0.0
Birdcakes,Apreciable,0.0,PC,Green Lava Studi,Acció,1,29 de mayo de 2018,0.0
Calendula,Apreciable,9.0,PC,Blooming Buds Studi,Aventura,1,2 de febrero de 2016,0.0
The Infectious Madness of Doctor Dekk,Apreciable,0.0,PC,'Avekki Studi,Aventura,1,19 de mayo de 2017,0.0
Security Hol,Apreciable,8.0,PC,AnRaE,Otros,1,28 de septiembre de 2016,0.0
The Devil’s Men,Apreciable,7.2,PC,ic Entertainment,Aventura,1,2015,0.0
The Masterplan,Apreciable,8.0,PC,Shark Punch,Acció,,Por determinar en Españ,0.0
Cola,Apreciable,0.0,PC,Pixel Federation,Otros,1,15 de diciembre de 2016,0.0
Biosupremacy,Apreciable,0.0,PC,kPolygon Gam,Rol,1,9 de marzo de 2017,0.0
Campfire: One of us is the kill,Apreciable,4.0,PC,Abstractive Work,Otros,Competitivo:,16 de noviembre de 2016,0.0
Zombasit,Apreciable,0.0,PC,Soldak Entertainment,Rol,Cooperativo:,1º trimestre de 2015,0.0
Professor Lup,Apreciable,9.0,PC,BeautiFun Gam,Acció,1,11 de julio de 2019,0.0
Murderous Pursuits,Apreciable,9.5,PC,Blazing Griffin Ltd.,Acció,1-8,31 de marzo de 2018,0.0
Zwei: The Ilvard Insurrection,Apreciable,8.0,PC,Falcom,Rol,1,3º trimestre de 2017,0.0
Battle Chef Brigad,Apreciable,9.3,PC,Trinket Studi,Acció,1,3º trimestre de 2017,0.0
Warpball,Apreciable,0.0,PC,Unruly Attraction,Deportes,1-4,2 de agosto de 2017,0.0
Trek to Yomi,Apreciable,7.5,PC,"""Desarrollador:Leonard Menchiari",Acció,1,5 de mayo de 2022,0.0
Trinity Onlin,Apreciable,5.0,PC,Robot Entertainment,Rol,Masivo,Por determinar en Españ,0.0
Psycho-Pass,Apreciable,9.5,PC,Mag,Aventura,1,24 de abril de 2017,0.0
Bitardia,Apreciable,8.0,PC,varlamov5264,Acció,1,2016,0.0
Ion,Apreciable,0.0,PC,Improbab,Aventura,,Por determinar en Españ,0.0
n City Riders,Apreciable,8.2,PC,Mecha Studi,Acció,1,Por determinar en Españ,0.0
Dispatch,Apreciable,7.8,PC,CivilSavag,Acció,1-2,12 de noviembre de 2015,0.0
Mega Man 3,Apreciable,6.7,PC,Capcom,Acció,1,Por determinar en España,0.0
L.A.W.,Apreciable,5.1,PC,Nitrogen,Rol,Masivo,Por determinar en Españ,0.0
WarRock,Apreciable,7.5,PC,m Execution,Acció,,7 de febrero de 2007,0.0
Quot,Apreciable,8.0,PC,Vindit,Rol,1,Por determinar en Españ,0.0
The Crossing,Apreciable,6.4,PC,Arkane Studi,Acció,,Cancelad,0.0
Blood Alloy: Reborn,Apreciable,7.7,PC,Suppressive Fire Gam,Acció,1,2 de marzo de 2016,0.0
StarFlint: The Blackhole Prophecy,Apreciable,9.3,PC,Stunmason Gam,Aventura,1,Por determinar en Españ,0.0
aught Reawakening,Apreciable,4.5,PC,WildSph,Acció,1,10 de septiembre de 2015,0.0
Spyjinx,Apreciable,6.3,PC,Chair Entertainment,Rol,,2016,0.0
Mad Max,Apreciable,8.8,PC,Avalanche Studi,Acció,1,4 de septiembre de 2015,19.99
Mech Skeleton,Apreciable,0.0,PC,Heavy Kick Gam,Acció,1,22 de marzo de 2017,0.0
Hiveswap,Apreciable,7.8,PC,What Pumpkin Studi,Aventura,,Por determinar en Españ,0.0
Code 7,Apreciable,0.0,PC,Goodwolf Studi,Aventura,1,2017,0.0
Z,Apreciable,7.8,PC,Moonbite Gam,Acció,,2014,0.0
Brunhilda and the Dark Crystal,Apreciable,6.8,PC,Codeminion,Aventura,,Por determinar en Españ,0.0
airi,Apreciable,8.5,PC,Home Bear Studi,Aventura,1,Marzo de 2017,0.0
At Sundown,Apreciable,0.0,PC,Mild Beast Gam,Acció,1-4,2018,0.0
Into the Belly of the Beast,Apreciable,8.5,PC,Lucky Brogram,Acció,1,22 de junio de 2016,0.0
Cemetery Warrior 3,Apreciable,0.0,PC,Falcow,Acció,1,13 de enero de 2017,0.0
Soul Capt,Apreciable,9.7,PC,Gamania Digit,Rol,,Por determinar en Españ,0.0
Strania: The Stella Machina,Apreciable,0.0,PC,G.rev Ltd.,Acció,1-2,24 de noviembre de 2015,0.0
Angry Birds Seasons,Apreciable,7.4,PC,Rovi,Otros,,20 de octubre de 2010,0.0
Vairon's Wrath,Apreciable,0.0,PC,Myoubouh Corp,Acció,1,27 de mayo de 2016,0.0
Crimson Room Decad,Apreciable,6.2,PC,m Holdings y TAKAGISM Inc.,Aventura,1,10 de junio de 2016,0.0
Flyhunter Origins,Apreciable,8.5,PC,Steel Wool Gam,Acció,1,10 de diciembre de 2014,0.0
Grotesque: Heroes Hunted,Apreciable,6.7,PC,Schanz Internation,Rol,,2007,0.0
Gone with the Demon,Apreciable,7.0,PC,Boy and Witch Studi,Acció,1,Por determinar en Españ,0.0
The Graveyard,Apreciable,6.0,PC,Tale of T,Aventura,1,9 de marzo de 2009,0.0
Toejam & Earl: Back in the Groov,Apreciable,9.4,PC,Adult Swim Gam,Acció,1-4,1 de marzo de 2019,0.0
Blowhards,Apreciable,0.0,PC,Babloon Studi,Acció,1-4,28 de febrero de 2017,0.0
Hounds: The Last Hop,Apreciable,9.0,PC,Netmarb,Acció,Multijugador,27 de enero de 2016,0.0
Deadlock,Apreciable,8.0,PC,FE,Acció,,Por determinar en Españ,0.0
Half Minute Hero: The Second,Apreciable,7.5,PC,OPUS,Rol,,4 de abril de 2014,0.0
ct,Apreciable,6.2,PC,C3SK,Acció,,22 de octubre de 2015,0.0
Serious Sam: Tormental,Apreciable,8.0,PC,"""Desarrollador:Gungroun",Acció,1-2,8 de abril de 2022,0.0
Streamlin,Apreciable,6.3,PC,Proletariat,Acció,1-16,1 de octubre de 2016,0.0
Quadrilateral Cowboy,Apreciable,9.3,PC,Blendo Gam,Otros,1,25 de julio de 2016,0.0
Magical x Spiral,Apreciable,5.0,PC,Broken Desk,Acció,1,20 de diciembre de 2016,0.0
Dynasty Warriors BB,Apreciable,7.0,PC,Koei,Acció,,Por determinar en Españ,0.0
Master Reboot,Apreciable,7.6,PC,Wales Interactiv,Aventura,1,29 de octubre de 2013,0.0
Warlocks,Apreciable,4.0,PC,Frozen District,Rol,1-4,Por determinar en Españ,0.0
Jazon and the Dead,Apreciable,8.0,PC,2nd Studi,Aventura,1,Por determinar en Españ,0.0
Super Daryl Delux,Apreciable,9.0,PC,n & Gary Gam,Rol,1,10 de abril de 2018,0.0
Devil Whiskey,Apreciable,6.8,PC,Robot Entertainment,Rol,,Por determinar en Españ,0.0
Rekoil,Apreciable,5.3,PC,Plastic Piranh,Acció,Masivo,28 de enero de 2014,0.0
Diablo IV,Apreciable,7.9,PC,Blizz,Rol,,2023,64.95
Phantom Halls,Apreciable,7.8,PC,Incendium LLC,Aventura,1,31 de octubre de 2018,0.0
Starseed Pilgri,Apreciable,7.8,PC,qen's Gam,Otros,1,16 de abril de 2013,0.0
Roche Fusion,Apreciable,3.0,PC,mulw,Acció,1-2,23 de enero de 2015,0.0
To Leav,Apreciable,8.7,PC,Freaky Creation,Acció,1,Por determinar en Españ,0.0
Children of Colossus,Apreciable,7.0,PC,Colossus Interactiv,Acció,1,16 de diciembre de 2016,0.0
Forg,Apreciable,8.6,PC,k Vale Gam,Rol,Masivo,4 de diciembre de 2012,0.0
Blink,Apreciable,0.0,PC,nextReality Gam,Aventura,1,10 de marzo de 2017,0.0
Ittle Dew 2,Apreciable,0.0,PC,Ludosity,Acció,1,15 de noviembre de 2016,0.0
Freesky Onlin,Apreciable,5.6,PC,IGG,Estrategia,,Por determinar en Españ,0.0
Beyond-Human,Apreciable,9.0,PC,mino99,Acció,1,2018,0.0
Legend,Apreciable,8.0,PC,Gunstar Studi,Acció,1-2,2 de abril de 1994,0.0
Travers,Apreciable,7.7,PC,Gatling Goat Studi,Aventura,1,9 de julio de 2015,0.0
Ascend,Apreciable,0.0,PC,GameChanger Studi,Acció,Cooperativo:,17 de marzo de 2017,0.0
Origen,Apreciable,8.5,PC,Gunstar Studi,Acció,,Por determinar en Españ,0.0
Multiwinia,Apreciable,5.8,PC,Introversion,Estrategia,,3º trimestre de 2008,0.0
Geneforge 1 - Mutagen,Apreciable,0.0,PC,Spiderweb Softw,Rol,1,24 de febrero de 2022,0.0
Corto Maltese: Secrets of Venic,Apreciable,9.7,PC,Lexis Numériqu,Aventura,1,4 de diciembre de 2014,0.0
Galactic Bowling,Apreciable,7.0,PC,Perpetual FX,Deportes,,19 de septiembre de 2008,0.0
Azure Striker Gunvolt,Apreciable,8.0,PC,Inti-Creat,Acció,1,28 de agosto de 2015,0.0
Storm VR,Apreciable,9.7,PC,Starbreez,Acció,,2017,0.0
Downward,Apreciable,6.7,PC,Caracal Games Studi,Acció,,Por determinar en Españ,0.0
Survived By,Apreciable,9.0,PC,Human Head Studi,Rol,Masivo,Por determinar en Españ,0.0
They Hunger: Lost Souls,Apreciable,7.0,PC,Black Widow Gam,Acció,,Por determinar en Españ,0.0
Battle Mages,Apreciable,6.6,PC,Robot Entertainment,Rol,,31 de marzo de 2004,0.0
Pantheon: Rise of the Fallen,Apreciable,9.0,PC,Brad McQuai,Rol,,2016,0.0
Cloning Clyd,Apreciable,9.3,PC,Gunstar Studi,Acció,,15 de marzo de 2011,0.0
Eventide 2: The Sorcerer's Mi,Apreciable,7.0,PC,The House of Fab,Aventura,1,13 de octubre de 2016,0.0
Lithium: Inmate 39,Apreciable,0.0,PC,CanuArt,Acció,1,25 de octubre de 2016,0.0
A Golden Wak,Apreciable,7.3,PC,Wadjet Eye Gam,Aventura,1,9 de octubre de 2014,0.0
Dying Reborn,Apreciable,0.0,PC,NEKCOM,Otros,1,11 de enero de 2018,0.0
Showdown: Scorpion,Apreciable,6.4,PC,B-Cool Interactiv,Acción,,Por determinar en Españ,0.0
Reign of Thund,Apreciable,7.7,PC,y 1 Studi,Acció,,Por determinar en Españ,0.0
Sketch Tales,Apreciable,9.7,PC,8D studi,Rol,,Por determinar en Españ,0.0
Snowflake's Chanc,Apreciable,0.0,PC,CarlMorganArt,Acció,1,16 de marzo de 2017,0.0
EverQuest II: Destiny of Velious,Apreciable,9.6,PC,Sony Online Entertainment,Rol,Masivo,23 de febrero de 2011,0.0
Winifred,Apreciable,5.2,PC,FREETIVE,Rol,,Por determinar en Españ,0.0
Saints Row Gangstas en el Espaci,Apreciable,8.9,PC,Volition,Acció,1-2,2012,0.0
Clockwork,Apreciable,0.0,PC,Gamesoft,Acció,1,10 de octubre de 2016,0.0
Duke Grabowski,Apreciable,5.7,PC,Autumn Moon,Aventura,1,6 de octubre de 2016,0.0
Mooncrest,Apreciable,0.0,PC,Knight May,Rol,1,Por determinar en Españ,0.0
Gear Up,Apreciable,9.0,PC,ctor Entertainment,Acció,Masivo,28 de enero de 2015,0.0
Demon's Crystals,Apreciable,9.0,PC,Byte4Gam,Acció,1-4,21 de abril de 2016,0.0
The Concours,Apreciable,5.0,PC,"""Desarrollador:A & B Game Studi",Acció,Masivo,1 de junio de 2016,0.0
The Elder Scrolls III: Bloodmoon,Apreciable,8.9,PC,Bethesda Softwork,Rol,,2 de diciembre de 2003,0.0
Guncraft,Apreciable,6.7,PC,Exato Game Studi,Acció,,9 de agosto de 2013,0.0
It lurks in the woods,Apreciable,0.0,PC,Olivier LeClai,Aventura,1,8 de febrero de 2017,0.0
Blackfaun,Apreciable,8.0,PC,Wild Guess Softw,Rol,1,27 de octubre de 2016,0.0
Age of Wulin,Apreciable,7.4,PC,Snail Gam,Rol,,10 de abril de 2013,0.0
Vzerthos,Apreciable,0.0,PC,kDes Lab,Acció,1,19 de enero de 2017,0.0
Heliu,Apreciable,0.0,PC,Rocketship,Acció,1,10 de marzo de 2017,0.0
Embers of Mirri,Apreciable,9.0,PC,Creative Bytes Studi,Acció,1,2º trimestre de 2017,0.0
Enemy in sight,Apreciable,6.6,PC,Illusion Softwork,Acció,,Por determinar en Españ,0.0
Stonekeep,Apreciable,0.0,PC,Interplay,Rol,,8 de noviembre de 1995,0.0
Xanadu Next,Apreciable,9.0,PC,Nihon Falcom,Rol,1,3 de noviembre de 2016,0.0
Flat Kingd,Apreciable,5.0,PC,Fat Panda Gam,Acció,1,7 de abril de 2016,0.0
A Mystical Land,Apreciable,7.8,PC,Mad Otter Gam,Rol,Masivo,Por determinar en Españ,0.0
Fallout: New Vegas - Old Bones,Apreciable,9.6,PC,Obsidian,Rol,1,2011,0.0
The guard of dungeon,Apreciable,0.0,PC,Hex Entertainment,Acció,1,9 de marzo de 2017,0.0
D & D: Menace of the Underdark,Apreciable,8.6,PC,Turbine Entertainment,Rol,Masivo,25 de junio de 2012,0.0
Divekick,Apreciable,0.0,PC,Iron Galaxy,Acció,,20 de agosto de 2013,0.0
Whit,Apreciable,8.6,PC,ENJMIN,Otros,,25 de octubre de 2010,0.0
Project G.G.,Apreciable,0.0,PC,Platinum Gam,Acció,,Por determinar en Españ,0.0
Shu,Apreciable,0.0,PC,Coatsink,Acció,1,4 de octubre de 2016,0.0
Dodonpachi Dai-Fukkatsu,Apreciable,0.0,PC,Cav,Acció,1-5,4º trimestre de 2016,0.0
They're Aliv,Apreciable,6.2,PC,GFI,Acció,,Por determinar en Españ,0.0
Genesis A.D,Apreciable,7.3,PC,ijji.com,Acció,,Por determinar en Españ,0.0
Imprisoned Light,Apreciable,8.0,PC,Imaginit,Acció,Cooperativo:,26 de octubre de 2016,0.0
The D,Apreciable,4.0,PC,Route 66 Gam,Rol,Cooperativo:,2017,0.0
The Midnight Sanctuary,Apreciable,0.0,PC,Cavyhou,Aventura,1,4 de octubre de 2018,0.0
Epic Flail,Apreciable,0.0,PC,Noxu,Acció,1,1 de noviembre de 2016,0.0
OreLight,Apreciable,8.0,PC,GeekBeach,Rol,1,29 de junio de 2015,0.0
Voice of Steel,Apreciable,7.7,PC,Point Cloud Studi,Acció,,Por determinar en Españ,0.0
Project Prelude Run,Apreciable,8.2,PC,Studio Istoli,Rol,1,Por determinar en Españ,0.0
Fallen Legion+,Apreciable,9.0,PC,YummyYummyTummy,Rol,1,5 de enero de 2018,0.0
Bezi,Apreciable,4.7,PC,Robot Entertainment,Acció,,Por determinar en Españ,0.0
Rh,Apreciable,6.6,PC,Robot Entertainment,Aventura,,Por determinar en Españ,0.0
DOOM 64,Apreciable,6.2,PC,Midway,Acció,1,20 de marzo de 2020,0.0
Featherpunk Pri,Apreciable,2.0,PC,Super Hatch Gam,Acció,1,1 de septiembre de 2016,0.0
Circus Electriqu,Apreciable,0.0,PC,Zen Studi,Rol,1,6 de septiembre de 2022,0.0
