Nombre,Popularidad,Valoración,Plataforma,Desarrollador,Género,Jugadores,Lanzamiento,Precio
Silas,Escas,5.2,PC,Exalt Studi,Conducció,,2009,0.0
War World,Escas,6.2,PC,Third Wave Gam,Acció,,Julio de 2005,0.0
Along the Edg,Escas,7.0,PC,Nova-box,Aventura,1,12 de octubre de 2016,0.0
The Valiant,Escas,0.0,PC,Kite Gam,Estrategia,,Por determinar en Españ,0.0
HearthStone: Karazhan,Escas,7.2,PC,Blizz,Estrategia,1-2,11 de agosto de 2016,0.0
Hearthstone: The Boomsday Project,Escas,8.0,PC,Blizz,Estrategia,1-2,7 de agosto de 2018,0.0
Deceive Inc.,Escas,0.0,PC,Sweet Bandits Studi,Acció,,Por determinar en Españ,0.0
BalloonRain,Escas,6.7,PC,Robot Entertainment,Otros,,Por determinar en Españ,0.0
Desert Child,Escas,7.0,PC,Oscar Brittain,Acció,1-2,11 de diciembre de 2018,0.0
Ash Fall,Escas,6.1,PC,Future Gam,Aventura,,1º cuarto de 2009,0.0
Dark Train,Escas,8.0,PC,Paperash Studi,Otros,1,25 de octubre de 2016,0.0
Moon Hunters,Escas,9.4,PC,Kitfox Gam,Acció,1-4,10 de marzo de 2016,0.0
Obliteracers,Escas,6.0,PC,Varkian Empi,Conducció,1,24 de febrero de 2016,0.0
PS Plus,Escas,6.5,PC,Sony,Otros,,23 de junio de 2022,25.0
MDK 2 HD,Escas,8.6,PC,Best Way,Acció,,12 de octubre de 2011,0.0
Roller Champions,Escas,5.5,PC,Ubisoft Mont,Deportes,1-6,25 de mayo de 2022,0.0
Liquidat,Escas,6.7,PC,Robot Entertainment,Acció,,Por determinar en Españ,0.0
Animal Super Squad,Escas,0.0,PC,ubleMoose Gam,Acció,1,15 de mayo de 2018,0.0
Concerto Gat,Escas,5.1,PC,Ponsbic,Rol,,Por determinar en Españ,0.0
Tokyo 42,Escas,6.8,PC,SMAC Gam,Acció,1,31 de mayo de 2017,0.0
Monkey Island 2,Escas,9.0,PC,LucasArt,Aventura,1,10 de mayo de 1991,0.0
Dynasty Warriors Onlin,Escas,8.8,PC,Eleven-Up,Acció,,Por determinar en Españ,0.0
Lilly Looking Through,Escas,8.4,PC,Geeta Gam,Acció,1,4º trimestre de 2013,0.0
FIFA 23: Ultimate Tea,Escas,6.0,PC,EA Sport,Deportes,,4º trimestre de 2022,0.0
Unreal Technology,Escas,9.3,PC,Epic Gam,Otros,,Por determinar en Españ,0.0
Legends of the Brawl,Escas,0.0,PC,k Tonic,Acció,1-4,Por determinar en Españ,0.0
Death Squared,Escas,8.0,PC,SMG Studi,Otros,1-4,14 de marzo de 2017,0.0
Black & White Bushid,Escas,0.0,PC,Good Catch Gam,Acció,1-4,2 de octubre de 2015,0.0
Distortions,Escas,0.0,PC,Among Giant,Aventura,,2017,0.0
Deadhold,Escas,7.5,PC,k Quarry Gam,Estrategia,1-8,Por determinar en Españ,0.0
Timore Infern,Escas,1.0,PC,Vidas Salaveju,Acció,,1 de junio de 2016,0.0
The Unspoken,Escas,8.6,PC,Insomniac Gam,Acció,1,6 de diciembre de 2016,0.0
TrackMania Sunrise eXt,Escas,6.9,PC,N,Conducció,,Por determinar en España,0.0
Diamon Jones 2,Escas,8.0,PC,Lit,Aventura,1,Por determinar en Españ,0.0
Circle Empires,Escas,0.0,PC,Luminou,Estrategia,1,8 de agosto de 2018,0.0
7million,Escas,6.8,PC,Robot Entertainment,Acció,,2009,0.0
WoW: Mists of Pandaria,Escas,6.7,PC,Blizz,Rol,Masivo,25 de septiembre de 2012,9.99
I Was A Teenage Exocolonist,Escas,0.0,PC,Northway Gam,Estrategia,1,25 de agosto de 2022,0.0
Shadow Heroes: Vengeance In Flames,Escas,0.0,PC,Allied Games Inc.,Estrategia,1-2,2017,0.0
Altitude0: Lower & Fast,Escas,0.0,PC,Gugi,Conducció,1-8,3º trimestre de 2017,0.0
Illusion: A Tale of the Mind,Escas,9.0,PC,Frima Studi,Aventura,1,1 de junio de 2018,0.0
Time of Defianc,Escas,6.9,PC,Robot Entertainment,Estrategia,,15 de septiembre de 2004,0.0
Disc Ja,Escas,6.8,PC,High Horse Entertainment,Deportes,1-4,7 de marzo de 2017,0.0
Warhammer - Paquete Raza Guerreros del Caos,Escas,0.0,PC,Creative Assembly,Estrategia,"""Jugadores:1-8",24 de mayo de 2016,0.0
Arima,Escas,9.8,PC,3D2 Entertainment,Rol,,2019,0.0
Half-Life: Opposing Forc,Escas,8.7,PC,Gearbox,Acció,,31 de octubre de 1999,0.0
Kult of Ktulu: Olympic,Escas,0.0,PC,Grand Cauldron,Aventura,1,9 de febrero de 2017,0.0
Mass Effect: Legendary Edition,Escas,9.3,PC,BioW,Rol,1,14 de mayo de 2021,59.99
The Mandat,Escas,9.4,PC,Perihelion Interactiv,Estrategia,1-6,1º trimestre de 2017,0.0
Dere Evil Ex,Escas,9.5,PC,ius Immanuel D. Gu,Acció,,10 de julio de 2018,0.0
Looterkings,Escas,8.0,PC,Looterking,Rol,1-4,11 de agosto de 2017,0.0
Exorcise The Demons,Escas,0.0,PC,Midnight Games EIRL,Aventura,"""Jugadores:2",4º trimestre de 2017,0.0
Cinemaware Anthology: 1986-1991,Escas,9.0,PC,Gunstar Studi,Otros,1,14 de noviembre de 2014,0.0
Legend of the Skyfish,Escas,8.0,PC,Mgaia Studi,Acció,1,24 de febrero de 2017,0.0
RWBY: Grimm Eclips,Escas,6.2,PC,Rooster Teeth Gam,Acció,1,5 de julio de 2016,0.0
Ley y Orden: Los Ángeles - Episodio 1,Escas,8.1,PC,Telltale Gam,Aventura,,1º trimestre de 2012,0.0
A Walk in the Dark,Escas,9.1,PC,Flying Turtle Softw,Acció,1,12 de diciembre de 2012,0.0
Lost Planet,Escas,7.4,PC,Capcom,Acció,,29 de junio de 2007,19.95
18 Wheels of Steel: Across America,Escas,6.7,PC,Robot Entertainment,Conducció,,23 de octubre de 2003,0.0
GunSwords,Escas,6.8,PC,One Button Studi,Estrategia,Masivo,2012,0.0
Victory,Escas,0.0,PC,Petroglyph,Estrategia,,Por determinar en Españ,0.0
Excubit,Escas,0.0,PC,Tesseract Interactiv,Estrategia,1,26 de mayo de 2016,0.0
Schrödinger's Cat and the Raiders,Escas,0.0,PC,Italic Pic,Otros,,23 de septiembre de 2014,0.0
Subsieg,Escas,0.0,PC,"""Desarrollador:Icebird Studi",Estrategia,1-12,2018,0.0
Codex of Victory,Escas,0.0,PC,Ino-C,Estrategia,,4º trimestre de 2016,0.0
Drive! Drive! Drive!,Escas,0.0,PC,ifferent Cloth,Conducció,1-4,13 de diciembre de 2016,0.0
Battle Breakers,Escas,5.5,PC,Epic Gam,Rol,,Segunda mitad de 2017,0.0
Mortal Shell,Escas,7.4,PC,Cold Symmetry,Rol,1,18 de agosto de 2020,0.0
Armed & Dangerous,Escas,7.1,PC,Robot Entertainment,Acció,,2 de marzo de 2004,0.0
Attack of the Earthlings,Escas,7.0,PC,Team Junkfish,Acció,1,8 de febrero de 2018,0.0
Tales,Escas,6.0,PC,Ape Marin,Aventura,1,14 de noviembre de 2016,0.0
PristonTale 1: The First Enigma,Escas,7.8,PC,Wicked Interactiv,Rol,,2008,0.0
Space Invaders Ext,Escas,0.0,PC,Tait,Acció,1,13 de febrero de 2018,0.0
Dragon Age: Origins - Witch Hunt,Escas,7.2,PC,BioW,Rol,,7 de septiembre de 2010,0.0
Puppeteers,Escas,5.9,PC,Nect,Rol,,2009,0.0
Creat,Escas,6.9,PC,EA Bright Light Studi,Acció,,18 de noviembre de 2010,26.95
Lambda Wars,Escas,9.1,PC,Vortal Storm,Estrategia,1-8,8 de diciembre de 2015,0.0
Xmodul,Escas,5.0,PC,G21 Studi,Conducció,1-2,2º cuarto de 2017,0.0
TASTEE: Lethal Tactics,Escas,9.0,PC,SkyBox Lab,Acció,1,1º trimestre de 2017,0.0
Chariot Wars,Escas,8.5,PC,OM Entertainment,Conducción,,25 de mayo de 2015,0.0
Inexistenc,Escas,9.0,PC,Jonathan BRASSAU,Acció,Un,22 de febrero de 2016,0.0
Armobiles,Escas,6.4,PC,Robot Entertainment,Conducció,,Por determinar en Españ,0.0
Oh My Gore!,Escas,6.0,PC,Bumblebee Studi,Estrategia,1,20 de octubre de 2016,0.0
Joan of Arc,Escas,6.5,PC,Robot Entertainment,Acció,,Por determinar en Españ,0.0
Memoranda,Escas,0.0,PC,Bit Byterz,Aventura,1,25 de enero de 2017,0.0
Duskers,Escas,0.0,PC,Misfits Attic.,Estrategia,1,18 de mayo de 2016,0.0
Akiba's Trip: Undead & Undressed,Escas,8.7,PC,Acqui,Rol,1,26 de mayo de 2015,0.0
Riders of Asgard,Escas,0.0,PC,Gobbo Gam,Deportes,1-Multijugador,Por determinar en Españ,0.0
Grandia Onlin,Escas,6.0,PC,Game Art,Rol,Masivo,Por determinar en Españ,0.0
Zentia,Escas,6.2,PC,pixelsoft,Rol,,Por determinar en Españ,0.0
TwelveSky 2,Escas,8.7,PC,MAYN Interactiv,Rol,,Por determinar en Españ,0.0
Legend of Kay: Anniversary,Escas,8.7,PC,Unit 4 Gam,Acció,1,7 de agosto de 2015,0.0
Prologu,Escas,8.8,PC,PlayerUnknown Production,Acció,,Por determinar en Españ,0.0
Blue Tea,Escas,5.0,PC,Mystery Tag,Aventura,1,15 de diciembre de 2016,0.0
Chaos League: Sudden Death,Escas,6.4,PC,Robot Entertainment,Estrategia,,Por determinar en Españ,0.0
The Last Carg,Escas,0.0,PC,Ehnenu,Rol,1,13 de marzo de 2017,0.0
Hearthstone: El Gran Torn,Escas,7.8,PC,Blizz,Estrategia,1-2,24 de agosto de 2015,0.0
Divergence: Onlin,Escas,6.3,PC,Stained Glass Llam,Rol,Masivo,Segunda mitad de 2016,0.0
Elliot Quest,Escas,8.5,PC,Ansimuz Gam,Acció,1,11 de diciembre de 2014,0.0
Sam & Max Season On,Escas,8.3,PC,Traveller's T,Aventura,,18 de julio de 2007,26.95
Glaci,Escas,7.0,PC,Team6 game studi,Conducció,,12 de agosto de 2005,0.0
Guardians of E,Escas,8.2,PC,Runewak,Rol,Multijugador,2019,0.0
Metal Gear: Cloaked in Silenc,Escas,7.0,PC,Konami,Acció,1-16,15 de marzo de 2016,0.0
iBomber Defens,Escas,9.2,PC,Cobra Mobi,Estrategia,1,26 de mayo de 2011,0.0
Penariu,Escas,6.2,PC,Self Made Mirac,Acció,,22 de septiembre de 2015,0.0
Hearthstone: Viaje a Un’G,Escas,8.5,PC,Blizz,Estrategia,1-2,6 de abril de 2017,0.0
Phobos Vector Pri,Escas,0.0,PC,Gunstar Studi,Acció,,2018,0.0
Stealth Bastard,Escas,8.3,PC,Curve Digit,Otros,1,4 de noviembre de 2011,0.0
Tomb Raider - Cuevas y Acantilados,Escas,8.3,PC,Crystal Dynamic,Acció,2-8,19 de marzo de 2013,0.0
Hearthstone: Caballeros del Trono Helad,Escas,4.0,PC,Blizz,Estrategia,1-2,11 de agosto de 2017,0.0
ITE Team 4,Escas,0.0,PC,Alice & Smith,Acció,Cooperativo:,15 de abril de 2017,0.0
Postal 2 Multiplay,Escas,6.9,PC,Robot Entertainment,Acció,,Por determinar en Españ,0.0
RACE: CATERHAM,Escas,6.3,PC,SimBin,Conducció,,22 de junio de 2007,0.0
Billy Hatcher and The Giant Egg,Escas,6.6,PC,Sonic Team,Acció,,31 de marzo de 2006,0.0
In The Shadows,Escas,7.0,PC,Colorspace Studi,Otros,1,29 de septiembre de 2017,0.0
Bank Limit: Advanced Battle Racing,Escas,7.5,PC,Tastee Beverage Studi,Conducció,1,28 de marzo de 2016,0.0
Final Fantasy XVI,Escas,8.9,PC,Square Enix,Rol,,2023,0.0
Cartel,Escas,8.8,PC,Paradox Interactiv,Estrategia,,Por determinar en Españ,0.0
The Sacred H,Escas,8.0,PC,Simplistic,Rol,,2018,0.0
Stormgat,Escas,0.0,PC,Frost Giant Studi,Estrategia,1,Por determinar en Españ,0.0
Dungeon Defenders: Morrag,Escas,8.0,PC,Trendy Entertainment,Acció,1-4,2012,0.0
Defense Grid: The Awakening,Escas,8.2,PC,Hidden Path,Estrategia,,2009,0.0
Shogun 2: Paquete Sangrient,Escas,8.5,PC,Creative Assembly,Estrategia,,30 de noviembre de 2011,0.0
Stranger of Sword City,Escas,7.5,PC,Experience Inc,Rol,1,6 de junio de 2016,0.0
Tokyo Dark,Escas,8.0,PC,Cherrymochi,Aventura,1,7 de septiembre de 2017,0.0
Merkava Avalanch,Escas,0.0,PC,Winter Crown Work,Acció,1-2,Por determinar en Españ,0.0
Future Wars,Escas,4.9,PC,Radon Lab,Estrategia,,2010,0.0
Alien Swa,Escas,8.5,PC,Valv,Acció,1-4,19 de julio de 2010,0.0
Black & White: Creature Isl,Escas,7.9,PC,Lionhead Studi,Estrategia,,24 de enero de 2002,0.0
Oh...Sir!! The Insult Simulat,Escas,0.0,PC,Vile Monarch,Estrategia,1-2,25 de octubre de 2016,0.0
Midnight at the Celestial Palac,Escas,0.0,PC,"""Desarrollador:Orrery Gam",Aventura,1,24 de febrero de 2017,0.0
Dead Sta,Escas,9.0,PC,Armature Studi,Acció,1-20,2016,0.0
Dropsy,Escas,7.8,PC,A Jolly Corp,Aventura,,10 de septiembre de 2015,0.0
H,Escas,9.8,PC,Benjamin Riv,Acció,1,1 de junio de 2012,0.0
Zak McKracken and the Alien Mindbenders,Escas,9.3,PC,Lucasfilm Gam,Aventura,,14 de octubre de 1988,0.0
Randall,Escas,8.8,PC,We The Force Studi,Acció,1,31 de mayo de 2017,0.0
Dark Matt,Escas,4.7,PC,InterWave Studi,Acció,1,17 de octubre de 2013,0.0
Calvino Noi,Escas,8.7,PC,Calvino Noir Limit,Acció,1,27 de agosto de 2015,0.0
Angels Fall First,Escas,6.3,PC,Strangely Interactiv,Acció,Competitivo:,2016,0.0
Pirates of The Polygon Sea,Escas,0.0,PC,Praxia Entertainment,Estrategia,,Por determinar en Españ,0.0
Angus hates Aliens,Escas,0.0,PC,Team Stendec,Acció,1,1 de junio de 2016,0.0
Final Fantasy VII: Rebirth,Escas,9.6,PC,Square Enix,Rol,,Por determinar en Españ,0.0
Hearthstone: Scholomanc,Escas,5.5,PC,Blizz,Estrategia,1-2,6 de agosto de 2020,0.0
MoonQuest,Escas,0.0,PC,Wizard M,Rol,1,14 de julio de 2018Juego con acceso anticipad,0.0
Hearthstone: La Maldición de Naxxramas,Escas,9.0,PC,Blizz,Estrategia,1-2,23 de julio de 2014,0.0
Hitman 3,Escas,7.5,PC,IO Interactiv,Acció,1,20 de enero de 2021,34.95
Xenos vs. Marines,Escas,8.0,PC,Software Darkflow,Acció,1,Por determinar en Españ,0.0
Tenebrae: Twilight of the Gods,Escas,8.0,PC,Troglobytes Gam,Acció,1,Por determinar en Españ,0.0
Xenia,Escas,1.0,PC,imitrios F,Acció,,1 de septiembre de 2017,0.0
Skullston,Escas,0.0,PC,Black Torch Studi,Rol,1,2017,0.0
Panpan,Escas,0.0,PC,Animu Gam,Acció,1,1º trimestre de 2016,0.0
Mutant Mudds: Super Challeng,Escas,5.5,PC,Renegade Ki,Acció,1,26 de julio de 2016,0.0
Capsule Silence XXIV,Escas,5.0,PC,NHX,Acció,1,2016,0.0
One Military Camp,Escas,8.0,PC,Abylight Barcelon,Estrategia,1,2022,0.0
After Life: Story of a Fath,Escas,0.0,PC,Green Sawdust,Aventura,1,25 de noviembre de 2016,0.0
Trailblazers,Escas,7.0,PC,Supergonk,Conducció,2-6,8 de mayo de 2018,26.95
Unreal 2,Escas,6.5,PC,Epic Gam,Acció,,Por determinar en Españ,0.0
Desync,Escas,4.5,PC,The Foregone Syndicat,Acció,1,2016,0.0
Love You to Bits,Escas,9.5,PC,Alike Studio y Pati Gam,Aventura,1,2016,0.0
Inside My Radi,Escas,5.5,PC,Seaven Studi,Acció,1,11 de mayo de 2015,0.0
Crimsonland,Escas,6.8,PC,10ton,Acció,1-2,11 de junio de 2014,0.0
Dead Effect,Escas,7.5,PC,"""Desarrollador:BadFly Interactiv",Acció,1,17 de diciembre de 2014,0.0
World of Mercenaries,Escas,9.8,PC,City Interactiv,Acció,,Por determinar en Españ,0.0
Kill the Bad Guy,Escas,7.6,PC,Exk,Otros,1,28 de mayo de 2014,0.0
Myst Uru: Ages Beyond Myst,Escas,8.5,PC,Cyan,Aventura,,24 de noviembre de 2003,0.0
Aztez,Escas,9.2,PC,Team Colorblin,Acció,1,4º trimestre de 2014,0.0
Warcu,Escas,6.8,PC,"""Desarrollador:Haven M",Rol,1,3º trimestre de 2017,0.0
Astral Ascent,Escas,6.7,PC,Hibernian Workshop,Acció,1,12 de abril de 2022Juego con acceso anticipad,0.0
The Admin,Escas,7.0,PC,Willpow,Acció,1,1 de noviembre de 2016,0.0
GeForce Now,Escas,6.0,PC,Nvidi,Otros,,4 de febrero de 2020,0.0
Elsword,Escas,9.0,PC,KOG Studi,Rol,Masivo,22 de septiembre de 2011,0.0
Mutropolis,Escas,9.6,PC,Pirita Studi,Aventura,1,Por determinar en Españ,0.0
Grow Up,Escas,8.6,PC,Reflection,Acció,1,16 de agosto de 2016,0.0
Relicta,Escas,8.3,PC,Mighty Polygon,Otros,1,4 de agosto de 2020,0.0
Recompil,Escas,0.0,PC,Phigam,Acció,1,19 de agosto de 2021,0.0
Endless Fables: The Minotaur's Curs,Escas,4.0,PC,Sunward Gam,Aventura,1,15 de diciembre de 2016,0.0
DayZ,Escas,9.0,PC,Bohemia Interactiv,Acció,1,13 de diciembre de 2018,0.0
Abatron,Escas,9.2,PC,W3 Studi,Estrategia,1-8,31 de diciembre de 2017,0.0
Cross of the Dutchman,Escas,6.5,PC,Triangle Servic,Acció,1,10 de septiembre de 2015,0.0
Scanner S,Escas,8.5,PC,Introversion,Aventura,1,26 de abril de 2017,0.0
The Journey Down: Chapter On,Escas,8.8,PC,SkyGoblin,Aventura,1,9 de enero de 2013,0.0
Codename CURE,Escas,0.0,PC,Hoobalugalar_X,Acció,1-5,2016,0.0
SVRVIVE: The Deus Helix,Escas,7.0,PC,SVRVIVE Studi,Aventura,1,17 de noviembre de 2016,0.0
Essenc,Escas,8.0,PC,Onevision Gam,Aventura,1,2017,0.0
The Adventures of 00 Dilly,Escas,0.0,PC,Caipirinha Gam,Acció,1,11 de febrero de 2020,0.0
Spy Chameleon - RGB Agent,Escas,7.5,PC,Unfinished Pix,Otros,1,11 de junio de 2014,0.0
ich,Escas,5.0,PC,Team Nich,Estrategia,1,Por determinar en Españ,0.0
Jay and Silent B,Escas,6.3,PC,Interabang Entertainment,Acció,,1º trimestre de 2018,0.0
Clustertruck,Escas,9.0,PC,Landfall Gam,Acció,1,27 de septiembre de 2016,0.0
Symphony Worlds,Escas,0.0,PC,Empty Clip Studi,Otros,1,Por determinar en Españ,0.0
Gold Miner J,Escas,6.8,PC,Robot Entertainment,Acció,,2005,0.0
Giana Sisters: Dream Runners,Escas,8.0,PC,Black Forest Gam,Acció,1-4,26 de agosto de 2015,0.0
The Bluecoats: North & South 2,Escas,9.0,PC,Anuman Interactiv,Estrategia,,Por determinar en Españ,0.0
Adele: Following the Signs,Escas,7.5,PC,Unosqu,Acció,1,2 de junio de 2016,0.0
Divided We Fall,Escas,0.0,PC,KAVA Game Studi,Acció,15-30,2017,0.0
The Elder Scrolls: Arena,Escas,8.7,PC,Bethesda Softwork,Rol,,19 de mayo de 1994,0.0
A Rat's Quest - The Way Back H,Escas,4.5,PC,The Dreamerian,Acció,1,2021,0.0
C-RUSH,Escas,5.7,PC,Robot Entertainment,Acció,,Por determinar en Españ,0.0
Call of Duty: Devil's Brigad,Escas,8.8,PC,Sledgehammer Gam,Acció,,Cancelad,0.0
Kentucky Route Zero - Act 2,Escas,9.0,PC,Cardboard Box Entertainment,Aventura,1,31 de mayo de 2013,0.0
Galaxy Control,Escas,7.2,PC,FX Games Medi,Estrategia,Multijugador,10 de agosto de 2016,0.0
Luminous Engin,Escas,9.2,PC,Square Enix,Otros,,Por determinar en Españ,0.0
Underworld Ascendant,Escas,7.5,PC,OtherSide Entertainment,Rol,1,15 de noviembre de 2018,0.0
Graven: The Purple Moon Prophecy,Escas,5.0,PC,Orchid Gam,Aventura,1,29 de septiembre de 2016,0.0
Darwinia,Escas,6.7,PC,Introversion,Acció,,12 de mayo de 2005,0.0
Qora,Escas,8.1,PC,"""Desarrollador:Holden Boy",Aventura,1,25 de septiembre de 2014,0.0
The Typing of the Dead,Escas,5.1,PC,Overkill Softw,Acció,,29 de octubre de 2013,0.0
Tribes: MMO,Escas,7.7,PC,Hi-Rez Studi,,,Por determinar en Españ,0.0
Mushroom Men: Truffle Troubl,Escas,9.4,PC,Red Fly Studi,Otros,,10 de marzo de 2015,0.0
Gobliiins 2,Escas,0.0,PC,Cokt,Aventura,1,25 de septiembre de 1992,0.0
Vect,Escas,8.8,PC,Nekki,Acció,1,4 de diciembre de 2013,0.0
Crookz - The Big Heist,Escas,8.3,PC,Skilltree Studi,Estrategia,1,25 de agosto de 2015,0.0
Chasing Dead,Escas,7.4,PC,2020 Ventu,Acció,1,Marzo de 2015,0.0
Reassembly,Escas,7.8,PC,Anisoptera Gam,Acció,1,19 de febrero de 2015,0.0
Serv,Escas,0.0,PC,BonusXP,Estrategia,1-2,Por determinar en Españ,0.0
One Troll Army,Escas,0.0,PC,FlyAnvi,Estrategia,1-2,20 de mayo de 2016,0.0
Evil Defenders,Escas,4.5,PC,Crazy Panda Gam,Estrategia,1,11 de noviembre de 2015,0.0
Mekaz,Escas,9.5,PC,The good mood creat,Acció,1-2,3º trimestre de 2015,0.0
Earth Liberation,Escas,9.7,PC,PoRovoz Studi,Estrategia,,31 de mayo de 2017,0.0
uroVoid,Escas,0.0,PC,Flying Oak Gam,Acció,1-4,31 de agosto de 2016,0.0
Myst III: Exil,Escas,7.5,PC,Presto Studi,Aventura,,6 de septiembre de 2001,0.0
Infinity Runn,Escas,5.8,PC,Wales Interactiv,Acció,,2 de junio de 2014,0.0
The 7th Guest,Escas,8.8,PC,Trilobyte Softw,Otros,,15 de octubre de 1993,0.0
Code of Princess,Escas,9.5,PC,Agashima Entertainment,Acció,1-4,14 de abril de 2016,0.0
Inago Rag,Escas,6.4,PC,Robot Entertainment,Acció,,Por determinar en Españ,0.0
Strike Suit Infinity,Escas,7.2,PC,Born Ready Gam,Acció,1,30 de abril de 2013,0.0
Tryst,Escas,5.0,PC,BlueGiant Interactiv,Estrategia,,14 de septiembre de 2012,0.0
Clandestin,Escas,6.5,PC,Logic Artist,Acció,,5 de noviembre de 2015,0.0
SolSeraph,Escas,9.0,PC,ACE Team,Acció,1,10 de julio de 2019,0.0
Adam's Venture II: Solomon's Secret,Escas,6.9,PC,Vertigo Gam,Acció,1,Por determinar en España,0.0
The Repopulation,Escas,7.7,PC,AB-TECH,Rol,Masivo,Por determinar en Españ,0.0
DOGOS,Escas,8.7,PC,Opqam,Acció,1,7 de septiembre de 2016,0.0
Magicka: Vietna,Escas,7.5,PC,Arrowhead Game Studi,Rol,1-4,12 de abril de 2011,0.0
Rapture Rejects,Escas,9.6,PC,Galvanic Gam,Acció,1-100,2018,0.0
AR-K,Escas,6.5,PC,Gato Studi,Aventura,1,21 de mayo de 2013,0.0
Jupiter Hell,Escas,7.0,PC,ChaosForg,Acció,Cooperativo:,Por determinar en Españ,0.0
Star Alliances,Escas,4.8,PC,k Sky Entertainment,Estrategia,,Por determinar en Españ,0.0
Guilty Gear Xrd: Revelat,Escas,9.3,PC,Arc System Work,Acció,"""Jugadores:1-2",14 de diciembre de 2016,0.0
Hexodius,Escas,6.3,PC,Brain Slap Studi,Acció,1,21 de junio de 2013,0.0
The East New World,Escas,7.0,PC,TEN10 Gam,Acció,1,2016,0.0
Project Blackout,Escas,8.1,PC,SG Interactiv,Acció,,2011,0.0
Mercenary Wars,Escas,5.6,PC,NM Production,Acció,,Septiembre de 2009,0.0
Jazzpunk,Escas,8.8,PC,Necrophone Gam,Aventura,1,7 de febrero de 2014,0.0
Unclaimed World,Escas,6.8,PC,Refactored Gam,Estrategia,1,4 de octubre de 2016,0.0
Crush Your Enemies,Escas,8.0,PC,Vile Monarch,Estrategia,Competitivo:,2º trimestre de 2016,0.0
Super Roman Conquest,Escas,9.2,PC,SeaCliff Interactiv,Estrategia,,Por determinar en Españ,0.0
Warhammer 40k Eternal Crusad,Escas,8.1,PC,Behaviour Interactiv,Rol,Masivo,23 de septiembre de 2016,18.98
Prun,Escas,0.0,PC,Joel McDon,Otros,1,15 de noviembre de 2015,0.0
Kont,Escas,9.4,PC,Robot Entertainment,Estrategia,Masivo,Por determinar en Españ,0.0
Soul Mast,Escas,7.7,PC,nPlut,Rol,,Por determinar en Españ,0.0
Between Me & The Night,Escas,8.5,PC,RainDance LX,Aventura,1,22 de enero de 2016,0.0
Bang Bang Racing,Escas,7.8,PC,igital Reality,Conducció,,8 de junio de 2012,0.0
Knite & The Ghost Lights,Escas,9.2,PC,Mobot Studi,Acció,1,2014,0.0
Cossacks 2: Battle for Europ,Escas,7.1,PC,GSC Game W,Estrategia,,27 de octubre de 2006,0.0
Black Talons,Escas,4.8,PC,Camel 101,Estrategia,,Por determinar en Españ,0.0
Bunny Bash,Escas,0.0,PC,kArts Estudi,Acció,Multij,2017,0.0
Breed,Escas,6.9,PC,Robot Entertainment,Acció,,Por determinar en Españ,0.0
Metal Slug 2,Escas,5.5,PC,tEmu,Acció,1,15 de abril de 2016,0.0
Gunman Taco Truck,Escas,7.1,PC,Romero Gam,Conducció,1,Junio de 2015,0.0
Tales of Monkey Island: Episodio 4,Escas,7.2,PC,Telltale Gam,Aventura,,30 de octubre de 2009,0.0
Pressure Overdriv,Escas,9.5,PC,Chasing Carrot,Acció,1-2,25 de julio de 2017,0.0
Indiana Jones de Bethesda,Escas,9.2,PC,MachineGam,Acció,,Por determinar en Españ,0.0
Warhammer - Grim & The Grav,Escas,4.0,PC,Creative Assembly,Estrategia,"""Jugadores:1-8",1 de septiembre de 2016,0.0
ights of Azu,Escas,9.2,PC,Gust C,Rol,1,7 de febrero de 2017,0.0
Alganon,Escas,6.0,PC,Quest Onlin,Rol,Masivo,Por determinar en Españ,0.0
KAAN: Barbarian's Blad,Escas,6.8,PC,Robot Entertainment,Acció,,28 de mayo de 2003,0.0
xt Island,Escas,5.5,PC,Gunstar Studi,Aventura,,Por determinar en Españ,0.0
Myth War II,Escas,5.4,PC,Unigium,Rol,,Por determinar en España,0.0
amco Museum 50th Anniversary,Escas,6.4,PC,Namc,Otros,,1º trimestre de 2006,0.0
Hearthstone: Susurros de los Dioses Antiguos,Escas,8.4,PC,Blizz,Estrategia,1-2,27 de abril de 2016,0.0
Mytheon,Escas,6.5,PC,Petroglyph,Rol,,13 de julio de 2011,0.0
Scarlet Blad,Escas,8.7,PC,Aeria Games & Entertainment,Rol,Masivo,Por determinar en Españ,0.0
Ig,Escas,5.7,PC,Legacy Interactiv,Acció,,5 de diciembre de 2008,19.95
PAKO: Car Chase Simulat,Escas,4.0,PC,Tree Men Gam,Conducció,1-4,10 de enero de 2017,0.0
Ministry of Wa,Escas,8.2,PC,Snail Gam,Estrategia,,Por determinar en Españ,0.0
uro Hunt,Escas,6.6,PC,Mediaart,Acció,,2006,0.0
Sam & Max: Season Tw,Escas,5.2,PC,Telltale Gam,Aventura,1,4 de septiembre de 2009,26.95
Puzzlegeddon,Escas,5.4,PC,Pieces Interactiv,Otros,1-6,27 de noviembre de 2008,0.0
River City Ransom Underground,Escas,7.5,PC,Conatus Interactiv,Acció,1,Septiembre de 2014,0.0
Distanc,Escas,9.8,PC,Refract,Conducció,1,2015,0.0
Van,Escas,8.9,PC,Friend & F,Acció,1,2017,0.0
Worms World Party Remastered,Escas,8.5,PC,Team 17,Estrategia,,8 de julio de 2015,0.0
