;Nombre;Popularidad;Valoración;Plataforma;Desarrollador;Género;Jugadores;Lanzamiento;Precio
2183;Kohan II: Kings of Wa;Escasa;6.9;PC;Robot Entertainment;Estrategia;;Por determinar en Españ;0.0
2184;Super Toy Cars;Escasa;7.3;PC;Eclipse Gam;Conducción;Multijugador;6 de junio de 2014;0.0
2185;Call of Duty: WaW - Map Pack 1;Escasa;8.9;PC;Treyarch;Acción;;19 de marzo de 2009;0.0
2186;Pirates: Treasure Hunters;Escasa;8.4;PC;Virtual Toy;Rol;Masivo;Por determinar en Españ;0.0
2187; Stea;Escasa;5.1;PC;JOYIMPACT;Rol;;Abril de 2008;0.0
2188;Depth: Aquatic Stealth;Escasa;6.0;PC;pth Team;Acción;;Por determinar en Españ;0.0
2189;Raid Onlin;Escasa;5.7;PC;IRATO;Rol;Masivo;Por determinar en Españ;0.0
2190;Star Sentinel Tactics;Escasa;5.5;PC;Fabulist Gam;Estrategia;;2010;0.0
2191;Forced;Escasa;8.4;PC;BetaDwarf;Rol;;24 de octubre de 2013;0.0
2192;avy Forc;Escasa;8.0;PC;Ngam;Estrategia;;Por determinar en Españ;0.0
2193;Rusty Lake Hotel;Escasa;7.5;PC;Rusty Lak;Aventura;1;29 de enero de 2016;0.0
2194;Adventurezator: When Pigs Fly;Escasa;6.3;PC;Pigasus Gam;Aventura;1;24 de septiembre de 2015;0.0
2195;The Grind;Escasa;7.1;PC;High Voltage Softw;Acción;;2010;0.0
2196;Fenix Rag;Escasa;8.0;PC;Green Lava Studi;Acción;Cooperativo;24 de septiembre de 2014;0.0
2197;Shogun: Total War - The Mongol Invasion;Escasa;8.5;PC;Creative Assembly;Estrategia;;24 de agosto de 2001;0.0
2198;Act of War: High Treason;Escasa;6.9;PC;Eugen System;Estrategia;;Marzo de 2006;0.0
2199;Jagged Alliance: Crossfi;Escasa;8.0;PC;bitComp;Estrategia;;2 de agosto de 2012;0.0
2200;Might and Magic: Raiders;Escasa;7.3;PC;UbiSoft;Rol;Multijugador;2013;0.0
2201;EVE Online: Special Edition;Escasa;6.1;PC;CCP;Rol;Masivo;12 de marzo de 2009;26.95
2202;Pirates vs Corsairs;Escasa;7.8;PC;Gunstar Studi;Estrategia;;23 de mayo de 2013;0.0
2203;Duke Nukem 3D: Megaton;Escasa;8.4;PC;Abstraction Gam;Acción;Masivo;20 de marzo de 2013;0.0
2204;Dark Eden: Cataclys;Escasa;0.0;PC;Softon Entertainment;Rol;Multijugador;29 de noviembre de 2016;0.0
2205;HL 06;Escasa;7.0;PC;EA Can;Deportes;;21 de septiembre de 2005;0.0
2206;Shogun 2: Sengoku Jidai Unit;Escasa;7.2;PC;Creative Assembly;Estrategia;;28 de julio de 2011;0.0
2207;Anarchy Onlin;Escasa;6.0;PC;Funcom;Rol;Masivo;28 de septiembre de 2001;0.0
2208;Memento Mori 2;Escasa;6.4;PC;Centauri;Aventura;;15 de mayo de 2012;0.0
2209;Dungeonbowl;Escasa;9.0;PC;Cyani;Deportes;;8 de junio de 2012;0.0
2210;DUSK-12;Escasa;6.6;PC;Orion;Acción;;22 de agosto de 2014;0.0
2211;Europa Universalis III: In Nomin;Escasa;8.0;PC;Paradox Interactiv;Estrategia;;28 de mayo de 2008;0.0
2212;Tough Trucks;Escasa;6.0;PC;Robot Entertainment;Conducción;;Por determinar en Españ;0.0
2213;Camelot Unchained;Escasa;8.9;PC;City State Entertainment;;;Por determinar en Españ;0.0
2214;House of Caravan;Escasa;8.2;PC;Rosebud Gam;Aventura;1;16 de abril de 2015;0.0
2215;Astronaut: Mars;Escasa;7.0;PC;Virtual H;Rol;;2010;0.0
2216;Pro Cycling Manager 2014;Escasa;9.1;PC;Cyani;Deportes;;2014;0.0
2217;Dream of Mirror Onlin;Escasa;6.9;PC;Desarrollador:SOFTSTAR;Rol;;Septiembre de 2007;0.0
2218;Eve Online: Empyrean Ag;Escasa;6.0;PC;CCP;Rol;Masivo;17 de octubre de 2008;0.0
2219;Homefront: The Revolution - La Voz de la Libertad;Escasa;6.2;PC;mbuster Studi;Acción;Multijugador;28 de septiembre de 2016;0.0
2220;Runes of Magic: Capítulo II;Escasa;8.1;PC;Runewak;Rol;Masivo;15 de septiembre de 2009;0.0
2221;Space Run;Escasa;7.2;PC;Passtech Gam;Estrategia;1;13 de junio de 2014;0.0
2222;Long Night;Escasa;8.5;PC;Trickster Fac;Aventura;1;Mayo de 2014;0.0
2223;ARGO Onlin;Escasa;9.2;PC;MGam;Estrategia;;27 de abril de 2011;0.0
2224;Americas Army Proving Grounds;Escasa;6.9;PC;U.S. Army;Acción;;19 de agosto de 2013;0.0
2225;ARGO Onlin;Escasa;9.2;PC;MGam;Estrategia;;27 de abril de 2011;0.0
2226;Death's Lif;Escasa;4.3;PC;Umbu Gam;Otros;1;26 de octubre de 2016;0.0
2227;Aliens en el Átic;Escasa;6.5;PC;Playlogic;Acción;;2009;0.0
2228;Europa Universalis III Chronicles;Escasa;9.1;PC;Paradox Interactiv;Estrategia;1;22 de marzo de 2011;0.0
2229;The Guild 2: Venic;Escasa;8.5;PC;Robot Entertainment;Estrategia;1;21 de noviembre de 2008;0.0
2230;Dragon Age: La Canción de Leliana;Escasa;9.2;PC;BioW;Rol;1;6 de julio de 2010;0.0
2231;Titan Onlin;Escasa;6.0;PC;Eya Interactiv;Rol;;1º trimestre de 2009;0.0
2232;Velvet Sundown;Escasa;6.2;PC;Tribe Studi;Rol;;23 de julio de 2014;0.0
2233;Autumn Dynasty;Escasa;6.5;PC;University of Singap;Estrategia;;1 de enero de 2010;0.0
2234;Ys: The Oath in Felghana;Escasa;7.2;PC;Falcom;Rol;1;19 de marzo de 2012;0.0
2235;The Lost Mythologies;Escasa;0.0;PC;Basaltic studi;Acción;1;28 de enero de 2016;0.0
2236;Hegemony Gold;Escasa;9.2;PC;Longbow Gam;Estrategia;;25 de febrero de 2011;0.0
2237;EverQuest Secrets of Faydw;Escasa;6.2;PC;Sony;Rol;;2008;0.0
2238;UFO: Afterlight;Escasa;6.5;PC;ALTAR;Estrategia;;25 de junio de 2007;0.0
2239;Fuel Overdos;Escasa;7.3;PC;I-Friqiy;Conducción;Masivo;21 de diciembre de 2012;0.0
2240;Aphelion: Phoenix Rising;Escasa;5.9;PC;Wyvern Studios LLC;Estrategia;;Por determinar en Españ;0.0
2241;theHunter: Call of the Wild;Escasa;8.0;PC;Extent5;Deportes;Masivo;16 de febrero de 2017;29.99
2242;Stalin vs Martians;Escasa;5.6;PC;mlore Gam;Estrategia;;2009;0.0
2243;You Are Empty;Escasa;6.2;PC;igital Spray Studi;Acción;;2007;0.0
2244;Mega Man Onlin;Escasa;8.6;PC;Capcom;Rol;;Cancelad;0.0
2245;Crazy Frog Rac;Escasa;8.1;PC;Neko Entertainment;Conducción;;1º cuarto de 2006;0.0
2246;Fate of Hellas;Escasa;8.3;PC;World Forg;Estrategia;;2008;0.0
2247;Street Warriors Onlin;Escasa;6.0;PC;Crazy Rocks Studi;Acción;Masivo;16 de diciembre de 2016;0.0
2248;Special Forces: Team X;Escasa;8.6;PC;Zombie Studi;Acción;Masivo;6 de febrero de 2013;0.0
2249;Leviathan: Warships;Escasa;9.3;PC;Paradox Interactiv;Estrategia;;2013;0.0
2250;Europa Universalis Rome Gold;Escasa;5.5;PC;Paradox Interactiv;Estrategia;;Julio de 2009;0.0
2251;Renoi;Escasa;7.8;PC;Black Wing Foundation;Otros;1;16 de noviembre de 2016;0.0
2252;Shogun 2: The Ikko Ikki Clan;Escasa;8.2;PC;Creative Assembly;Estrategia;;26 de mayo de 2011;0.0
2253;SunAg;Escasa;6.6;PC;Vertex4;Estrategia;;2007;0.0
2254;Bon;Escasa;6.7;PC;Telltale Gam;Aventura;;1 de agosto de 2005;0.0
2255;Sins of a Dark Age H;Escasa;7.3;PC;Ironclad Gam;Estrategia;;Por determinar en Españ;0.0
2256;StoneAge 2;Escasa;6.0;PC;igipark;Rol;Masivo;3º cuarto de 2008;0.0
2257;Abduction;Escasa;8.1;PC;Gunstar Studi;Acción;;Por determinar en España;0.0
2258;Worms Forts: Under Sieg;Escasa;6.9;PC;Team 17;Estrategia;;2004;0.0
2259;Bionicle Heroes;Escasa;6.3;PC;Traveller's T;Acción;;24 de noviembre de 2006;0.0
2260;Battlefield 3: Premiu;Escasa;8.7;PC;ICE;Acción;Cooperativo;5 de junio de 2012;26.95
2261;APOX;Escasa;6.2;PC;BlueGiant Interactiv;Estrategia;;20 de enero de 2011;0.0
2262;Arsenal of Democracy;Escasa;6.8;PC;BL-Logic;Estrategia;;Por determinar en Españ;0.0
2263;Florensia;Escasa;6.1;PC;Robot Entertainment;Rol;Masivo;16 de octubre de 2008;0.0
2264;LEGO Star Wars: Quest for R2-D2;Escasa;7.0;PC;Robot Entertainment;Acción;;19 de octubre de 2009;0.0
2265;apoleon: Total War - Coalition Battle Pack;Escasa;6.7;PC;Creative Assembly;Estrategia;;5 de mayo de 2010;0.0
2266;Civilization IV: Beyond the Sword;Escasa;6.7;PC;Firaxis Gam;Estrategia;;Julio de 2007;19.99
2267;Darkness Within;Escasa;8.2;PC;Zoetrope Interactiv;Aventura;;6 de noviembre de 2007;0.0
2268;Caretak;Escasa;5.0;PC;Inversiv;Aventura;1;22 de marzo de 2019;0.0
2269;Rising World;Escasa;9.4;PC;JIW-Gam;Acción;;Por determinar en Españ;0.0
2270;Defenders of Ekron;Escasa;5.5;PC;In Vitro Gam;Acción;1;2017;0.0
2271;Hollowpoint;Escasa;9.4;PC;Ruffian Gam;Acción;;2015;0.0
2272;Sam & Max: Episode 101;Escasa;6.4;PC;Telltale Gam;Aventura;;1 de noviembre de 2006;0.0
2273;32 Secs;Escasa;7.2;PC;isTom Gam;Conducción;1;Por determinar en Españ;0.0
2274;Commanders: Attack!;Escasa;6.4;PC;Southend Int.;Estrategia;;4º trimestre de 2007;0.0
2275;Ubisoft+;Escasa;6.8;PC;UbiSoft;Otros;;3 de septiembre de 2019;0.0
2276;Defense Grid 2;Escasa;8.0;PC;Hidden Path;Estrategia;;23 de septiembre de 2014;0.0
2277;Konami Anniversary Collection: Arcade Classics;Escasa;0.0;PC;Konami;Acción;;18 de abril de 2019;0.0
2278;Spelunker Party!;Escasa;6.0;PC;Square Enix;Acción;Multijugador;19 de octubre de 2017;0.0
2279;Toxikk;Escasa;8.3;PC;Reakktor Medi;Acción;Competitivo;9 de septiembre de 2016;0.0
2280;Xenonauts 2;Escasa;0.0;PC;Goldhawk Interactiv;Estrategia;;2017;0.0
2281;Hunter's Legacy;Escasa;5.7;PC;Lienz;Acción;1;19 de julio de 2016;0.0
2282;Zombie Party;Escasa;7.0;PC;Peach Pie Production;Acción;Competitivo;10 de junio de 2016;0.0
2283;Last Encount;Escasa;9.0;PC;Exordium Gam;Acción;Cooperativo;8 de mayo de 2018;0.0
2284;StarCraft: Remastered;Escasa;9.1;PC;Blizz;Estrategia;Masivo;14 de agosto de 2017;0.0
2285;HL 08;Escasa;6.4;PC;EA Gam;Deportes;;3º cuarto de 2007;19.99
2286;Octahedron;Escasa;9.0;PC;mimonde Gam;Acción;1;20 de marzo de 2018;0.0
2287;Romance of the Three Kingdoms XIII with Power-Up;Escasa;0.0;PC;Tecm;Estrategia;1;Por determinar en España16 de febrero de 2017;0.0
2288;"""Nombre:Ready";Escasa;0.0;PC;Blue Volcano Studi;Acción;1;13 de enero de 2017;0.0
2289;Color Guardians;Escasa;8.2;PC;Fair Play Lab;Acción;1;13 de mayo de 2015;0.0
2290;Call of Duty 4: Variety Map Pack;Escasa;6.8;PC;Infinity W;Acción;Multijugador;Junio de 2008;0.0
2291;unaga’s Ambition 201X;Escasa;9.0;PC;Koei;Estrategia;;4º trimestre de 2014;0.0
2292;Front Mission Onlin;Escasa;7.2;PC;Square Enix;Estrategia;;Por determinar en Españ;0.0
2293;Rangi;Escasa;7.0;PC;Funsoft;Otros;1;3 de agosto de 2017;0.0
2294;Edge of Twilight;Escasa;6.6;PC;Fuzzeyes Studi;Acción;;2009;0.0
2295;The Nightmare from Beyond;Escasa;5.5;PC;The Domaginarium;Acción;1;2017;0.0
2296;Kynseed;Escasa;7.8;PC;PixelCount Studi;Rol;;8 de noviembre de 2018Juego con acceso anticipad;0.0
2297;The Memory of Elduri;Escasa;7.7;PC;Liminal Gam;Rol;Cooperativo;Por determinar en Españ;0.0
2298;Super Splatters;Escasa;7.3;PC;SpikySnail Gam;Otros;1;26 de junio de 2013;0.0
2299;ROOT;Escasa;6.0;PC;p Fried Enterpri;Acción;1;16 de noviembre de 2015;0.0
2300;There Came an Ech;Escasa;3.3;PC;Iridium Studi;Acción;;24 de febrero de 2015;0.0
2301;Bloodsports.TV;Escasa;5.6;PC;Fatshark;Acción;1;30 de marzo de 2015;0.0
2302;Insomnis;Escasa;8.0;PC;Path Gam;Aventura;1;Por determinar en España;0.0
2303;Muffin Knight;Escasa;7.2;PC;Angry Mob Studi;Acción;;21 de mayo de 2014;0.0
2304;Dead or Alive 5 Core Fighters;Escasa;8.0;PC;Team Ninj;Acción;Masivo;3 de octubre de 2016;0.0
2305;Viviett;Escasa;9.0;PC;YA Gam;Acción;1;18 de octubre de 2018;0.0
2306;GNOG;Escasa;8.5;PC;KO-OP;Otros;1;17 de julio de 2018;0.0
2307;Pristontale 2;Escasa;6.1;PC;Yedang onlin;Rol;Masivo;Por determinar en Españ;0.0
2308;Tu;Escasa;9.5;PC;Strength in Numbers Studi;Rol;Masivo;Septiembre de 2016;0.0
2309;Europa Universalis: R;Escasa;6.4;PC;Paradox Interactiv;Estrategia;1;Segunda mitad de 2008;0.0
2310;Super 3-D Noah's Ark;Escasa;1.0;PC;Desarrollador:Wisdom T;Acción;1;1 de enero de 1995;0.0
2311;Warrior's Orochi 3 Ultimate Definitive Edition;Escasa;0.0;PC;Omega Forc;Acción;Cooperativo;12 de julio de 2022;0.0
2312;Classroom Aquatic;Escasa;1.0;PC;Sunken Plac;Otros;;2016;0.0
2313;Mindtak;Escasa;0.0;PC;Relevo Videogam;Acción;1;Por determinar en España;0.0
2314;Iratus: Lord of the Dead;Escasa;6.9;PC;Unfrozen;Rol;1;23 de abril de 2020;0.0
2315;Enki;Escasa;7.3;PC;Storm in a Teacup;Acción;1;2015;0.0
2316;Crowsworn;Escasa;7.3;PC;Mongoose R;Acción;1;Por determinar en Españ;0.0
2317;Mad Box;Escasa;8.6;PC;Slightly Mad Studi;Otros;;2020;0.0
2318;Beyond Good & Evil 2;Escasa;8.7;PC;Ubisoft Montpelli;Acción;;Por determinar en Españ;0.0
2319;Defunct;Escasa;7.8;PC;Freshly Squeez;Conducción;1;29 de enero de 2016;0.0
2320;The Wayward Realms;Escasa;7.0;PC;Desarrollador:OnceLost Gam;Rol;;Por determinar en Españ;0.0
2321;Xydonia;Escasa;4.0;PC;io Fantini;Acción;Cooperativo;Por determinar en Españ;0.0
2322;Pathfinder: Wrath of the Righteous;Escasa;8.5;PC;Owlcat Gam;Rol;1;2 de septiembre de 2021;0.0
2323;Grave Dang;Escasa;8.0;PC;JB Gaming Inc;Acción;Multijugador;19 de diciembre de 2016;0.0
2324;1953 - KGB Unleashed;Escasa;6.0;PC;Phantomery Interactiv;Aventura;;9 de julio de 2012;0.0
2325;Merchants of Brooklyn;Escasa;4.5;PC;Paleo Entertainment;Acción;;17 de marzo de 2009;0.0
2326;The District;Escasa;8.0;PC;Kotach;Acción;1;23 de agosto de 2014;0.0
2327;The Old City: Leviathan;Escasa;0.0;PC;PostMod Softwork;Aventura;1;3 de diciembre de 2017;0.0
2328;Darkfall;Escasa;6.8;PC;Razorwax;Rol;Masivo;2 de marzo de 2009;0.0
2329;Cuphead The Delicious Last Cours;Escasa;8.8;PC;Studio MDHR;Acción;Cooperativo;30 de junio de 2022;0.0
2330;Hearthstone: Salvadores de Uldu;Escasa;1.5;PC;Blizz;Estrategia;Cooperativo;6 de agosto de 2019;0.0
2331;Legions of Tyrandel;Escasa;7.0;PC;Sleepy Spider Studi;Estrategia;Cooperativo;1º cuarto de 2017;0.0
2332;The 11th Hou;Escasa;0.0;PC;Trilobyte Softw;Aventura;1;30 de noviembre de 1995;0.0
2333;Aliens: Fireteam Elit;Escasa;8.4;PC;Cold Iron Studi;Acción;Multijugador;24 de agosto de 2021;0.0
2334;The Legend of Kyrandia: The  Book 2 - The Hand of Fat;Escasa;7.4;PC;Westwood Studi;Aventura;;18 de febrero de 1994;0.0
2335;ihilumbra;Escasa;8.9;PC;BeautiFun Gam;Otros;1;25 de septiembre de 2013;0.0
2336;Mistborn;Escasa;9.8;PC;Little Orbit;Acción;;2013;0.0
2337;Outcast 1.1;Escasa;0.0;PC;Fresh3;Acción;1;18 de diciembre de 2014;0.0
2338;The Mighty Quest for Epic Loot;Escasa;8.1;PC;Ubisoft Mont;Rol;Masivo;26 de febrero de 2014;0.0
2339;Mind Unleashed;Escasa;7.0;PC;Frost Earth;Acción;1;5 de mayo de 2016;0.0
2340;Capsized;Escasa;7.0;PC;Alientrap;Acción;Cooperativo;29 de abril de 2011;0.0
2341;Soldiers of the Univers;Escasa;5.7;PC;Rocwise Entertainment;Acción;Multijugador;14 de septiembre de 2017Juego con acceso anticipad;0.0
2342;Heaven's Vault;Escasa;0.0;PC;inkle Lt;Aventura;1;16 de abril de 2019;0.0
2343;Crossfire: Legion;Escasa;4.0;PC;Desarrollador:Blackbird Interactiv;Estrategia;;2022;0.0
2344;BUCK;Escasa;0.0;PC;Wave Interactiv;Acción;1;2º trimestre de 2017;0.0
2345;Secrets of Grindea;Escasa;9.0;PC;Pixel Ferret;Rol;Multijugador;Por determinar en Españ;0.0
2346;Aion;Escasa;7.4;PC;NCsoft;Rol;Masivo;25 de septiembre de 2009;41.95
2347;Kraz;Escasa;4.9;PC;Career Soft;Conducción;;2009;0.0
2348;Legacy of Kain: Soul Reav;Escasa;9.5;PC;Crystal Dynamic;Acción;;20 de agosto de 1999;0.0
2349;Bit.Trip Runner 2;Escasa;8.2;PC;Gaijin Entertainment;Acción;1;23 de febrero de 2013;0.0
2350;Shape of the World;Escasa;7.7;PC;Hollow Tree Games Inc.;Aventura;1;5 de junio de 2018;0.0
2351;Dragon Age: Dreadwolf;Escasa;9.2;PC;BioW;Rol;;Por determinar en Españ;0.0
2352;RunGunJumpGun;Escasa;8.5;PC;ThirtyThree Games Ltd.;Acción;1;31 de agosto de 2016;0.0
2353;Shogun 2: Saints and Heroes;Escasa;8.2;PC;Creative Assembly;Estrategia;;26 de julio de 2012;0.0
2354;Inframon: The Old Darkness;Escasa;0.0;PC;p of Pix;Aventura;1;1º trimestre de 2016;0.0
2355;Urban Legend in Li;Escasa;8.0;PC;Twilight Frontier /  Team Shanghai Alic;Acción;;10 de mayo de 2015;0.0
2356;Eligiu;Escasa;9.0;PC;Shanda Gam;Rol;;2012;0.0
2357;Children of the Galaxy;Escasa;0.0;PC;Desarrollador:Filip Dusek;Estrategia;1;Septiembre de 2017;0.0
2358;Life Goes On;Escasa;6.9;PC;Infinite Monkeys Entertainment Ltd.;Otros;1;17 de abril de 2014;0.0
2359;Investigat;Escasa;7.0;PC;AdroVGam;Acción;;2 de junio de 2016;0.0
2360;xxx;Escasa;2.1;PC;Twistplay;Rol;1;4º trimestre de 2016;0.0
2361;Z.I.O.N.;Escasa;6.0;PC;Vitaly Gint;Acción;1;7 de mayo de 2016;0.0
2362;The Light Keeps Us Saf;Escasa;6.3;PC;Big Robot;Acción;1;11 de octubre de 2018Juego con acceso anticipad;0.0
2363;Immortal Planet;Escasa;0.0;PC;teedoubleuGAMES;Rol;1;28 de julio de 2017;0.0
2364;A Place for the Unwilling;Escasa;8.9;PC;AlPixel Gam;Aventura;1;2019;0.0
2365;The Elder Scrolls III: Morrowind;Escasa;9.5;PC;Bethesda Softwork;Rol;;30 de mayo de 2002;0.0
2366;Plith;Escasa;0.0;PC;Ya2;Otros;1;2 de junio de 2016;0.0
2367;KEO;Escasa;0.0;PC;Redcatpig Studi;Acción;Competitivo;Por determinar en Españ;0.0
2368;Mass Effect: Bring Down the Sky;Escasa;7.4;PC;BioW;Rol;1;10 de marzo de 2008;0.0
2369;Perimeter: Emperor's Testament;Escasa;6.5;PC;KDV Gam;Estrategia;;Por determinar en Españ;0.0
2370;St;Escasa;7.0;PC;Eko Softw;Otros;1;26 de junio de 2013;0.0
2371;Battlefield 3: Aftermath;Escasa;8.9;PC;ICE;Acción;Multijugador;18 de diciembre de 2012;0.0
2372;Mighty No. 9;Escasa;7.8;PC;Comcept;Acción;Cooperativo;24 de junio de 2016;19.99
2373;Wizardry Onlin;Escasa;7.7;PC;Sony Online Entertainment;Rol;;30 de enero de 2013;0.0
2374;Reconquest;Escasa;8.0;PC;StormCube Gam;Estrategia;;16 de diciembre de 2016;0.0
2375;Ultima Online: Kingdom Reborn;Escasa;6.1;PC;EA Gam;Rol;;Por determinar en Españ;0.0
2376;Chaos Leagu;Escasa;7.0;PC;Robot Entertainment;Estrategia;;Por determinar en Españ;0.0
2377;Puzzle Agent 2;Escasa;7.9;PC;Telltale Gam;Otros;1;30 de junio de 2011;0.0
2378;Dyna B;Escasa;7.0;PC;7 Raven Studi;Acción;1;13 de mayo de 2016;0.0
2379;The Last Blad;Escasa;8.0;PC;tEmu;Acción;Cooperativo;31 de agosto de 2016;0.0
2380;Crisis Core –Final Fantasy VII– Reunion;Escasa;9.0;PC;Square Enix;Rol;1;1º trimestre de 2023;0.0
2381;CrimeCraft;Escasa;6.7;PC;Vogst;Rol;Masivo;25 de agosto de 2009;0.0
2382;Battlecrew: Space Pirates;Escasa;7.2;PC;ntnod Eleven;Acción;Masivo;Por determinar en Españ;0.0
2383;Zorro: The Chronicles;Escasa;1.0;PC;BKOM Studi;Acción;1;16 de junio de 2022;0.0
2384;LIT;Escasa;0.0;PC;WayForw;Otros;1;21 de febrero de 2017;0.0
2385;Kindled Cavern;Escasa;4.0;PC;Pretty Okay Gam;Aventura;1;13 de enero de 2017;0.0
2386;The Birdcag;Escasa;8.7;PC;Capricia Production;Aventura;;Por determinar en Españ;0.0
2387;Q*bert Rebooted;Escasa;8.5;PC;Gonzo Gam;Otros;1;8 de julio de 2014;0.0
2388;The Surge 2;Escasa;8.1;PC;ck 13;Rol;1;24 de septiembre de 2019;49.99
2389;Starship Troopers - Terran Command;Escasa;8.5;PC;The Artistocrat;Estrategia;1;16 de junio de 2022;0.0
2390;First Wint;Escasa;0.0;PC;n Sanderson;Acción;1;8 de mayo de 2018;0.0
2391;Head Over Heels;Escasa;6.7;PC;Robot Entertainment;Otros;;Por determinar en Españ;0.0
2392;Magicka: The Stars are Left;Escasa;8.3;PC;Arrowhead Game Studi;Rol;Multijugador;30 de noviembre de 2011;0.0
2393;Mini Ghost;Escasa;7.0;PC;Francisco Tellez de Men;Acción;1;28 de abril de 2017;0.0
2394;Executive Assault;Escasa;4.0;PC;Hesketh Studi;Estrategia;1;17 de julio de 2015;0.0
2395;The Dolls;Escasa;5.9;PC;HUSH Interactiv;Acción;1;25 de mayo de 2016;0.0
2396;Beyond Despai;Escasa;9.0;PC;PixelMat;Acción;Competitivo;3º trimestre de 2017;0.0
2397;Bullet Sorrow VR;Escasa;8.0;PC;Viking VR Studi;Acción;1;29 de noviembre de 2016;0.0
2398;Cloudbuilt;Escasa;7.4;PC;Coilwork;Acción;1;20 de marzo de 2014;0.0
2399;Warhammer 40K: Dark Angels;Escasa;7.9;PC;Relic;Estrategia;Multijugador;6 de abril de 2011;0.0
2400;Skylar & Plux: Adventure on Clover Island;Escasa;6.2;PC;Right Nice Gam;Acción;1;19 de mayo de 2017;0.0
2401;Teth;Escasa;8.2;PC;Freesphere Entertainment;Otros;;Por determinar en Españ;0.0
2402;Aftershock;Escasa;7.0;PC;Focus Studi;Acción;Multijugador;2018;0.0
2403;Hawken;Escasa;8.9;PC;Adhesive Gam;Acción;Multijugador;12 de diciembre de 2012;0.0
2404;Europa Universalis;Escasa;8.6;PC;Paradox Interactiv;Estrategia;;22 de junio de 2001;0.0
2405;Gooblins;Escasa;5.0;PC;form Studi;Acción;1;21 de diciembre de 2016;0.0
2406;Bolt;Escasa;5.8;PC;Avalanche Studi;Acción;;Por determinar en España;19.99
2407;Arc Continuu;Escasa;8.5;PC;Akimbo Creation;Acción;Competitivo;Por determinar en Españ;0.0
2408;One Dog Story;Escasa;0.0;PC;Big Way Gam;Acción;1;28 de abril de 2017;0.0
2409;Phantom Trigg;Escasa;0.0;PC;Bread Team;Acción;1;10 de agosto de 2017;0.0
2410;Project Wight;Escasa;8.8;PC;Outsider Studi;Acción;;Por determinar en Españ;0.0
2411;Speedball 2;Escasa;6.9;PC;Kylotonn;Deportes;;18 de abril de 2008;0.0
2412;Century Age of Ashes;Escasa;9.2;PC;Playwing LT;Acción;Masivo;2 de noviembre de 2021;0.0
2413;Hotel Dead Mountaineer's;Escasa;6.1;PC;Ak;Aventura;1;5 de febrero de 2010;0.0
2414;Los Últimos Frikis del Mundo y el Báculo del Destin;Escasa;0.0;PC;Stage Clear Studi;Acción;Multijugador;2º trimestre de 2021;0.0
2415;The Wild Eternal;Escasa;0.0;PC;Ilsanj;Aventura;1;Por determinar en Españ;0.0
2416;Coffee Pot Terrariu;Escasa;9.0;PC;Brothers Flint;Otros;1;1 de junio de 2016;0.0
2417;Hotel Barcelona;Escasa;0.0;PC;Grasshopp;Acción;;2021;0.0
2418;Cruz Brothers;Escasa;0.0;PC;CF Studi;Acción;Multijugador;13 de marzo de 2018;0.0
2419;Warc;Escasa;5.3;PC;fiant Development;Acción;;Por determinar en Españ;0.0
2420;++;Escasa;8.8;PC;Metanet Softw;Acción;Multijugador;25 de agosto de 2016;0.0
2421;Monster Madness;Escasa;6.8;PC;Artificial Studi;Acción;;15 de junio de 2007;0.0
2422;MechWarrior Onlin;Escasa;8.9;PC;Piranha Gam;Acción;;17 de septiembre de 2013;0.0
2423;SNK Heroines: Tag Team Frenzy;Escasa;7.0;PC;SNK Playm;Acción;;21 de febrero de 2019;0.0
2424;Fray;Escasa;7.3;PC;Brain Candy;Estrategia;;Por determinar en Españ;0.0
2425;Return of the Obra Dinn;Escasa;7.4;PC;3909;Aventura;1;18 de octubre de 2018;0.0
2426;Crya;Escasa;8.5;PC;NostalgiCO;Rol;;Por determinar en Españ;0.0
2427;Alwa's Awakening;Escasa;0.0;PC;Elden Pix;Acción;1;2 de febrero de 2017;0.0
2428;RoboBlitz;Escasa;6.4;PC;Naked Sky;Acción;;Diciembre de 2006;0.0
2429;Revolution 25th Anniversary;Escasa;0.0;PC;Revolution Softw;Aventura;1;18 de marzo de 2016;0.0
2430;Swords and Soldiers 2 Shawarmageddon;Escasa;0.0;PC;Ronimo Gam;Estrategia;Cooperativo;6 de noviembre de 2018;0.0
2431;Minotaur (2017);Escasa;2.5;PC;U7 Committ;Aventura;1;4º trimestre de 2017;0.0
2432;Brawlout;Escasa;7.9;PC;Angry Mob Studi;Acción;Multijugador;21 de agosto de 2018;0.0
2433;Knockout City;Escasa;7.3;PC;Velan Studi;Deportes;Masivo;21 de mayo de 2021;0.0
2434;Kung Fu Panda: Confrontación;Escasa;8.3;PC;Vicious Cyc;Acción;;27 de noviembre de 2015;0.0
2435;Tango Fiesta;Escasa;6.0;PC;Spilt Milk Studi;Acción;Multijugador;24 de septiembre de 2015;0.0
2436;Hunt: The Unknown Quarry;Escasa;7.0;PC;Quicksilver Softw;Estrategia;Multijugador;30 de enero de 2017;0.0
2437;Replay - VHS is not dead;Escasa;9.5;PC;Neko Entertainment;Otros;;9 de julio de 2015;0.0
2438;Universalis: Crown of the North;Escasa;0.0;PC;Paradox Interactiv;Estrategia;;19 de septiembre de 2003;0.0
2439;Cradl;Escasa;9.3;PC;Flying Cafe for Semianim;Aventura;1;24 de julio de 2015;0.0
